sample,submission_id,status
"n = str ( input ( ) ) 
 m = [ ] 
 for i in range ( 3 ) : 
 m . append ( n [ i ] ) 
 if m [ i ] = = ' 1 ' : 
 m [ i ] = ' 9 ' 
 elif m [ i ] = = ' 9 ' : 
 m [ i ] = ' 1 ' 
 
 nstr = "" "" 
 for i in range ( 3 ) : 
 nstr + = m [ i ] 
 
 print ( nstr )",s749862000,"122    Accepted
Name: status, dtype: object"
"n = input ( ) 
 dict = { ' 1 ' : ' 9 ' , ' 9 ' : ' 1 ' } 
 
 new = "" "" 
 for i in range ( len ( n ) ) : 
 new + = dict [ n [ i ] ] 
 
 print ( new )",s752976699,"127    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 
 if n / / 1 0 0 = = 9 : 
 n - = 8 0 0 
 else : 
 n + = 8 0 0 
 
 if ( n % 1 0 0 ) / / 1 0 = = 9 : 
 n - = 8 0 
 else : 
 n + = 8 0 
 
 if n % 1 0 = = 9 : 
 n - = 8 
 else : 
 n + = 8 
 
 print ( n )",s764311500,"35    Accepted
Name: status, dtype: object"
"a = input ( ) 
 b = "" "" 
 for i in range ( 3 ) : 
 if a [ i ] = = "" 1 "" : 
 b + = ' 9 ' 
 else : 
 b + = ' 1 ' 
 print ( b )",s777124514,"51    Accepted
Name: status, dtype: object"
"n = input ( ) 
 ans = n . replace ( "" 1 "" , "" t "" ) . replace ( "" 9 "" , "" 1 "" ) . replace ( "" t "" , "" 9 "" ) 
 print ( ans )",s779241146,"139    Accepted
Name: status, dtype: object"
"n _ list = list ( input ( ) ) 
 
 for i in range ( len ( n _ list ) ) : 
 if n _ list [ i ] = = ' 1 ' : 
 n _ list [ i ] = ' 9 ' 
 elif n _ list [ i ] = = ' 9 ' : 
 n _ list [ i ] = ' 1 ' 
 
 print ( '' . join ( n _ list ) )",s784613920,"160    Accepted
Name: status, dtype: object"
"# ! / usr / bin / env python 3 
 
 n = input ( ) 
 ans = "" "" 
 
 for i in n : 
 if i = = "" 1 "" : 
 ans + = "" 9 "" 
 else : 
 ans + = "" 1 "" 
 
 print ( ans )",s799247931,"26    Accepted
Name: status, dtype: object"
"print ( input ( ) . replace ( ' 1 ' , ' * ' ) . replace ( ' 9 ' , ' 1 ' ) . replace ( ' * ' , ' 9 ' ) )",s810326426,"29    Accepted
Name: status, dtype: object"
print ( 1 1 1 0 - int ( input ( ) ) ),s817777565,"2    Accepted
Name: status, dtype: object"
"n = int ( input ( ) ) 
 n _ 1 0 0 = n / / 1 0 0 
 n _ 1 0 = ( n - n _ 1 0 0 * 1 0 0 ) / / 1 0 
 n _ 1 = ( n - n _ 1 0 0 * 1 0 0 - n _ 1 0 * 1 0 ) 
 if n _ 1 0 0 = = 1 : 
 ans _ 1 0 0 = 9 
 elif n _ 1 0 0 = = 9 : 
 ans _ 1 0 0 = 1 
 else : 
 ans _ 1 0 0 = n _ 1 0 0 
 if n _ 1 0 = = 1 : 
 ans _ 1 0 = 9 
 elif n _ 1 0 = = 9 : 
 ans _ 1 0 = 1 
 else : 
 ans _ 1 0 = n _ 1 0 
 if n _ 1 = = 1 : 
 ans _ 1 = 9 
 elif n _ 1 = = 9 : 
 ans _ 1 = 1 
 else : 
 ans _ 1 = n _ 1 
 ans = ans _ 1 0 0 * 1 0 0 + ans _ 1 0 * 1 0 + ans _ 1 
 print ( ans )",s818001610,"121    Accepted
Name: status, dtype: object"
"import sys 
 
 n = sys . stdin . readline ( ) . rstrip ( ) 
 
 def main ( n ) : 
 n = n . replace ( ' 1 ' , ' 0 ' ) . replace ( ' 9 ' , ' 1 ' ) . replace ( ' 0 ' , ' 9 ' ) 
 print ( n ) 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( n )",s818229131,"34    Accepted
Name: status, dtype: object"
"# ! / usr / bin / env python 3 
 
 n = list ( str ( int ( input ( ) ) ) ) 
 
 for i in range ( len ( n ) ) : 
 if n [ i ] = = "" 9 "" : 
 n [ i ] = "" 1 "" 
 elif n [ i ] = = "" 1 "" : 
 n [ i ] = "" 9 "" 
 
 for i in n : 
 print ( i , end = "" "" ) 
",s820845857,"11    Accepted
Name: status, dtype: object"
"n = str ( input ( ) ) 
 
 result = n . replace ( ' 1 ' , ' 2 ' ) . replace ( ' 9 ' , ' 1 ' ) . replace ( ' 2 ' , ' 9 ' ) 
 
 print ( result ) 
",s822928946,"163    Accepted
Name: status, dtype: object"
"a = input ( ) 
 ans = "" "" 
 for i in a : 
 if i = = "" 1 "" : 
 ans + = "" 9 "" 
 elif i = = "" 9 "" : 
 ans + = "" 1 "" 
 else : 
 ans + = i 
 print ( ans )",s834278554,"5    Accepted
Name: status, dtype: object"
"
 n = list ( input ( ) ) 
 
 for i in range ( 3 ) : 
 if n [ i ] = = ' 1 ' : 
 n [ i ] = ' 9 ' 
 
 else : n [ i ] = ' 1 ' 
 
 l = [ str ( a ) for a in n ] 
 l = "" "" . join ( l ) 
 print ( l )",s845695401,"18    Accepted
Name: status, dtype: object"
"print ( input ( ) . replace ( "" 9 "" , "" 4 "" ) . replace ( "" 1 "" , "" 9 "" ) . replace ( "" 4 "" , "" 1 "" ) )",s845874165,"173    Accepted
Name: status, dtype: object"
"# abc 1 1 1 : a – atcoder beginner contest 9 9 9 
 n = input ( ) 
 print ( str ( 1 0 - int ( n [ 0 ] ) ) + str ( 1 0 - int ( n [ 1 ] ) ) + str ( 1 0 - int ( n [ 2 ] ) ) )",s850052513,"64    Accepted
Name: status, dtype: object"
"import math 
 
 n = input ( ) 
 ans = "" "" 
 for i in n : 
 if i = = "" 1 "" : 
 ans + = "" 9 "" 
 else : 
 ans + = "" 1 "" 
 print ( ans )",s866474991,"57    Accepted
Name: status, dtype: object"
"s = input ( ) 
 s = s . replace ( "" 1 "" , "" z "" ) 
 s = s . replace ( "" 9 "" , "" 1 "" ) 
 s = s . replace ( "" z "" , "" 9 "" ) 
 print ( s ) 
",s866934486,"45    Accepted
Name: status, dtype: object"
"int = lambda : int ( input ( ) ) 
 intm = lambda : map ( int , input ( ) . split ( ) ) 
 strm = lambda : map ( str , input ( ) . split ( ) ) 
 str = lambda : str ( input ( ) ) 
 list = lambda : list ( map ( int , input ( ) . split ( ) ) ) 
 lists = lambda : list ( map ( str , input ( ) . split ( ) ) ) 
 def do ( ) : 
 n = str ( ) 
 a = [ ] 
 for i in range ( len ( n ) ) : 
 # print ( n [ i ] ) 
 if n [ i ] = = ' 1 ' : 
 a . append ( ' 9 ' ) 
 else : 
 a . append ( ' 1 ' ) 
 print ( * a , sep = '' ) 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 do ( )",s868101550,"56    Accepted
Name: status, dtype: object"
"def main ( ) : 
 n = input ( ) 
 result = "" "" 
 for i in n : 
 if i = = "" 1 "" : 
 i = "" 9 "" 
 else : 
 i = "" 1 "" 
 result + = i 
 print ( result ) 
 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( ) 
",s876345972,"189    Accepted
Name: status, dtype: object"
"s = input ( ) . replace ( ' 1 ' , 'x' ) . replace ( ' 9 ' , ' 1 ' ) . replace ( 'x' , ' 9 ' ) 
 print ( s )",s877279233,"12    Accepted
Name: status, dtype: object"
"n = input ( ) 
 ans = '' 
 for c in n : 
 if c = = ' 1 ' : 
 ans + = ' 9 ' 
 else : 
 ans + = ' 1 ' 
 print ( ans )",s878391640,"126    Accepted
Name: status, dtype: object"
"n = str ( input ( ) ) 
 print ( n . replace ( "" 1 "" , "" a "" ) . replace ( "" 9 "" , "" 1 "" ) . replace ( "" a "" , "" 9 "" ) )",s882355283,"143    Accepted
Name: status, dtype: object"
"print ( int ( input ( ) . translate ( str . maketrans ( { ' 1 ' : ' 9 ' , ' 9 ' : ' 1 ' } ) ) ) ) 
 
 
",s888613067,"77    Accepted
Name: status, dtype: object"
print ( 1 1 1 0 - int ( input ( ) ) ),s889297916,"192    Accepted
Name: status, dtype: object"
"# 1 1 1 a 
 n = input ( ) 
 ans = "" "" 
 for i in n : 
 if i = = "" 1 "" : 
 ans + = "" 9 "" 
 else : 
 ans + = "" 1 "" 
 print ( ans )",s889346601,"123    Accepted
Name: status, dtype: object"
"for c in input ( ) : 
 print ( 9 if c = = ' 1 ' else 1 , end = '' )",s896861491,"95    Accepted
Name: status, dtype: object"
"import sys 
 sys . setrecursionlimit ( 1 0 * * 9 ) 
 inf = 1 0 * * 1 8 
 mod = 1 0 * * 9 + 7 
 def input ( ) : return sys . stdin . readline ( ) . rstrip ( ) 
 
 def main ( ) : 
 n = input ( ) 
 print ( n . replace ( ' 1 ' , 'x' ) . replace ( ' 9 ' , ' 1 ' ) . replace ( 'x' , ' 9 ' ) ) 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( ) 
",s899456352,"46    Accepted
Name: status, dtype: object"
print ( 1 1 1 0 - int ( input ( ) ) ),s923368414,"19    Accepted
Name: status, dtype: object"
"n = input ( ) . strip ( ) 
 x = "" "" 
 for i in range ( len ( n ) ) : 
 if n [ i ] = = "" 1 "" : 
 x + = "" 9 "" 
 elif n [ i ] = = "" 9 "" : 
 x + = "" 1 "" 
 print ( x )",s923743986,"73    Accepted
Name: status, dtype: object"
"from sys import stdin 
 
 s = stdin . readline ( ) . rstrip ( ) 
 ns = "" "" 
 for i in s : 
 if i = = "" 1 "" : 
 ns + = "" 9 "" 
 else : 
 ns + = "" 1 "" 
 
 print ( ns ) 
",s944270465,"63    Accepted
Name: status, dtype: object"
"num = input ( ) 
 correct = "" "" 
 for x in num : 
 if x = = "" 1 "" : 
 correct + = "" 9 "" 
 elif x = = "" 9 "" : 
 correct + = "" 1 "" 
 else : 
 correct + = x 
 
 print ( correct )",s951611238,"117    Accepted
Name: status, dtype: object"
"n = input ( ) 
 t = '' 
 for s in n : 
 if s = = ' 1 ' : 
 t + = ' 9 ' 
 else : 
 t + = ' 1 ' 
 print ( int ( t ) ) 
",s956358784,"44    Accepted
Name: status, dtype: object"
"ns = list ( input ( ) ) 
 
 res = [ ] 
 for n in ns : 
 if n = = ' 1 ' : 
 res . append ( ' 9 ' ) 
 elif n = = ' 9 ' : 
 res . append ( ' 1 ' ) 
 else : 
 res . append ( n ) 
 
 print ( '' . join ( res ) )",s965371425,"118    Accepted
Name: status, dtype: object"
"s = input ( ) 
 ans = '' 
 for c in s : 
 ans + = str ( int ( c ) ^ 8 ) 
 print ( ans )",s969700075,"166    Accepted
Name: status, dtype: object"
"def slove ( ) : 
 import sys 
 input = sys . stdin . readline 
 s = str ( input ( ) . rstrip ( ' \ n' ) ) 
 print ( s . replace ( "" 1 "" , "" * "" ) . replace ( "" 9 "" , "" 1 "" ) . replace ( "" * "" , "" 9 "" ) ) 
 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 slove ( ) 
",s988293034,"69    Accepted
Name: status, dtype: object"
"n = input ( ) 
 ans = "" "" 
 for i in range ( len ( n ) ) : 
 if n [ i ] = = "" 1 "" : 
 ans + = "" 9 "" 
 elif n [ i ] = = "" 9 "" : 
 ans + = "" 1 "" 
 else : 
 ans + = n [ i ] 
 
 print ( ans ) 
",s990028023,"31    Accepted
Name: status, dtype: object"
"print ( input ( ) . replace ( "" 1 "" , "" * "" ) . replace ( "" 9 "" , "" 1 "" ) . replace ( "" * "" , "" 9 "" ) ) 
",s993916490,"105    Accepted
Name: status, dtype: object"
"n = input ( ) 
 n = n . replace ( "" 1 "" , "" "" ) . replace ( ' 9 ' , ' 1 ' ) . replace ( ' ' , ' 9 ' ) 
 print ( n ) 
",s999253828,"156    Accepted
Name: status, dtype: object"
"import sys 
 for line in sys . stdin : 
 a , b = map ( int , line . split ( ) ) 
 print len ( str ( a + b ) )",s001002552,"61    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = map ( int , input ( ) . split ( ) ) 
 except eoferror : 
 break 
 count = 1 
 k = a + b 
 while k > = 1 0 : 
 k / / = 1 0 
 count + = 1 
 print ( count )",s005515634,"104    Accepted
Name: status, dtype: object"
"import sys 
 a = [ print ( len ( str ( sum ( map ( int , line . split ( ) ) ) ) ) ) for line in sys . stdin ]",s006058776,"101    Accepted
Name: status, dtype: object"
"import sys 
 import math 
 
 for line in sys . stdin : 
 try : 
 a , b = [ int ( i ) for i in line . split ( ) ] 
 print ( int ( math . log 1 0 ( a + b ) + 1 ) ) 
 except : 
 break",s009074618,"125    Accepted
Name: status, dtype: object"
"import sys 
 
 for line in sys . stdin : 
 	 a , b = map ( int , line . split ( ) ) 
 	 digitnumber = len ( str ( a + b ) ) 
 	 print ( digitnumber )",s027290782,"92    Accepted
Name: status, dtype: object"
"import sys 
 
 for line in sys . stdin : 
 	 list = line . split ( ) 
 	 print len ( str ( eval ( list [ 0 ] ) + eval ( list [ 1 ] ) ) )",s043955944,"154    Accepted
Name: status, dtype: object"
"import sys 
 for line in sys . stdin . readlines ( ) : 
 a , b = list ( map ( int , line . split ( ) ) ) 
 print ( len ( str ( a + b ) ) ) 
 
",s044797205,"188    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = list ( map ( int , input ( ) . split ( ) ) ) 
 print ( len ( str ( a + b ) ) ) 
 except eoferror : 
 break 
 except valueerror : 
 break 
 
",s048557842,"181    Accepted
Name: status, dtype: object"
"import sys 
 
 
 def solve ( ) : 
 a = [ ] 
 for line in sys . stdin : 
 digit _ list = line . split ( ' ' ) 
 new _ list = [ ] 
 for s in digit _ list : 
 new _ list . append ( int ( s ) ) 
 a . append ( ( new _ list ) ) 
 for j in a : 
 
 print str ( len ( str ( sum ( j ) ) ) ) 	 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 solve ( )",s081775880,"26    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = map ( int , raw _ input ( ) . split ( ) ) 
 print len ( str ( a + b ) ) 
 except eoferror : 
 break",s102221185,"11    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = map ( int , raw _ input ( ) . split ( ) ) 
 print len ( str ( a + b ) ) 
 except eoferror : 
 break",s103651400,"28    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 
 import sys 
 
 def digit _ check ( n ) : 
 digit = 1 
 
 while int ( n / ( 1 0 * * digit ) ) ! = 0 : 
 digit + = 1 
 
 return digit 
 
 def main ( ) : 
 for line in sys . stdin : 
 ls = list ( map ( int , line . split ( ' ' ) ) ) 
 print ( digit _ check ( ls [ 0 ] + ls [ 1 ] ) ) 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( )",s103878717,"87    Accepted
Name: status, dtype: object"
"import math 
 while true : 
 try : 
 a = map ( int , raw _ input ( ) . split ( ) ) 
 b = a [ 0 ] + a [ 1 ] 
 print len ( str ( a [ 0 ] + a [ 1 ] ) ) 
 except eoferror : 
 break",s114706267,"157    Accepted
Name: status, dtype: object"
"# ! / usr / bin / python 
 # - coding : utf 8 - 
 
 import sys 
 
 for s in sys . stdin : 
 data = map ( int , s . split ( ) ) 
 print len ( str ( data [ 0 ] + data [ 1 ] ) )",s156021286,"9    Accepted
Name: status, dtype: object"
"lst = [ ] 
 for i in range ( 2 0 0 ) : 
 try : 
 lst . append ( input ( ) ) 
 except eoferror : 
 break 
 
 print ( * [ len ( str ( sum ( [ int ( num ) for num in string . split ( ' ' ) ] ) ) ) for string in lst ] , sep = ' \ n' )",s160024722,"106    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 s = input ( ) 
 a , b = [ int ( i ) for i in s . split ( ) ] 
 print ( len ( str ( a + b ) ) ) 
 except : 
 break 
 
",s166730210,"177    Accepted
Name: status, dtype: object"
"import math 
 import sys 
 
 while true : 
 	 try : 
 	 	 a , b = map ( int , input ( ) . split ( ) ) 
 	 	 print ( len ( str ( a + b ) ) ) 
 	 except eoferror : 
 	 	 break",s169219416,"111    Accepted
Name: status, dtype: object"
"while true : 
 	 try : 
 	 	 a , b = map ( int , raw _ input ( ) . split ( ) ) 
 	 	 print len ( str ( a + b ) ) 
 	 except eoferror : 
 	 	 break",s191635254,"82    Accepted
Name: status, dtype: object"
"import sys 
 
 l = sys . stdin . readlines ( ) 
 for i in l : 
 x , y = map ( int , i . split ( ) ) 
 print ( str ( len ( str ( x + y ) ) ) )",s199675270,"51    Accepted
Name: status, dtype: object"
"import sys 
 [ print ( len ( str ( sum ( map ( int , line . split ( ) ) ) ) ) ) for line in sys . stdin ]",s202837609,"102    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = map ( int , input ( ) . split ( ) ) 
 except eoferror : 
 break 
 print ( len ( str ( a + b ) ) ) 
",s217262849,"193    Accepted
Name: status, dtype: object"
"import sys 
 for a in sys . stdin : 
 b , c = map ( int , a . split ( ) ) 
 d = len ( str ( b + c ) ) 
 print ( d )",s227320755,"93    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 list 1 = [ int ( i ) for i in input ( ) . split ( ) ] 
 print ( len ( str ( list 1 [ 0 ] + list 1 [ 1 ] ) ) ) 
 except : 
 break ; 
",s231378203,"196    Accepted
Name: status, dtype: object"
"def main ( ) : 
 def inputs ( ) : 
 li = [ ] 
 count = 0 
 try : 
 while count < 2 0 0 : 
 li . append ( input ( ) ) 
 count + = 1 
 except eoferror : 
 return li 
 return li 
 
 li = inputs ( ) 
 for x in li : 
 a = x . split ( "" "" ) 
 result = len ( str ( int ( a [ 0 ] ) + int ( a [ 1 ] ) ) ) 
 print ( result ) 
 return none 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( )",s238678365,"90    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 
 import sys 
 
 def digit _ check ( n ) : 
 i = 1 0 
 digit = 1 
 
 while int ( n / i ) ! = 0 : 
 i * = 1 0 
 digit + = 1 
 
 return digit 
 
 def main ( ) : 
 for line in sys . stdin : 
 ls = list ( map ( int , line . split ( ' ' ) ) ) 
 print ( digit _ check ( ls [ 0 ] + ls [ 1 ] ) ) 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( )",s243061110,"86    Accepted
Name: status, dtype: object"
"import sys 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 
 	 for line in sys . stdin : 
 	 	 n , m = map ( int , line . split ( ) ) 
 	 	 print ( len ( str ( n + m ) ) ) 
 
 
",s261076762,"190    Accepted
Name: status, dtype: object"
"from sys import stdin 
 for a in stdin : 
 b = a . strip ( ) . split ( ) 
 b = sum ( [ int ( i ) for i in b ] ) 
 c = 1 
 while int ( b / 1 0 ) > 0 : 
 b = int ( b / 1 0 ) 
 c + = 1 
 print ( c ) 
",s282257786,"195    Accepted
Name: status, dtype: object"
"l = list ( map ( int , input ( ) . split ( ) ) ) 
 
 while ( l ! = [ ] ) : 
 try : 
 length = len ( str ( l [ 0 ] + l [ 1 ] ) ) 
 print ( length ) 
 l = list ( map ( int , input ( ) . split ( ) ) ) 
 except : 
 break 
",s301809292,"134    Accepted
Name: status, dtype: object"
"from math import log 1 0 as log 
 from sys import stdin 
 a = [ ] 
 for po in stdin : 
 s = list ( map ( int , po . split ( ) ) ) 
 a . append ( int ( log ( s [ 0 ] + s [ 1 ] ) + 1 ) ) 
 for i in a : 
 print ( i )",s302363572,"117    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = ( int ( i ) for i in map ( int , input ( ) . split ( ) ) ) 
 print ( len ( str ( a + b ) ) ) 
 except : 
 break 
 
",s313756372,"191    Accepted
Name: status, dtype: object"
"def counts ( num ) : 
 	 countlist . append ( len ( str ( num [ 0 ] + num [ 1 ] ) ) ) 
 
 countlist = [ ] 
 flag = true 
 while flag : 
 	 try : 
 	 	 counts ( map ( int , raw _ input ( ) . split ( ) ) ) 
 	 except : 
 	 	 flag = false 
 	 	 for x in countlist : 
 	 	 	 print x",s321942248,"10    Accepted
Name: status, dtype: object"
"import sys 
 array = [ ] 
 for inp in sys . stdin . readlines ( ) : 
 array . append ( inp . split ( ) ) 
 for i in range ( len ( array ) ) : 
 a = int ( array [ i ] [ 0 ] ) + int ( array [ i ] [ 1 ] ) 
 print ( len ( str ( a ) ) )",s324189304,"74    Accepted
Name: status, dtype: object"
"import fileinput 
 for line in fileinput . input ( ) : 
 a , b = map ( int , line . split ( ) ) 
 print ( len ( str ( a + b ) ) )",s324384362,"97    Accepted
Name: status, dtype: object"
"# - * - coding : utf - 8 - * - 
 
 import sys 
 
 for line in sys . stdin : 
 a , b = map ( int , line . split ( ) ) 
 print len ( str ( a + b ) )",s326038154,"37    Accepted
Name: status, dtype: object"
"ans _ list = [ ] 
 while true : 
 	 try : 
 	 	 k = list ( map ( int , input ( ) . split ( "" "" ) ) ) 
 	 	 ans _ list . append ( k [ 0 ] + k [ 1 ] ) 
 	 except : 
 	 	 for i in ans _ list : 
 	 	 	 print ( len ( str ( i ) ) ) 
 	 	 break",s327186482,"45    Accepted
Name: status, dtype: object"
"# digit number 
 
 while true : 
 try : 
 i , n = input ( ) . split ( ) 
 m = str ( int ( i ) + int ( n ) ) 
 print ( len ( m ) ) 
 except : 
 break",s330118324,"42    Accepted
Name: status, dtype: object"
"import sys 
 for l in sys . stdin : print len ( str ( sum ( map ( int , l . split ( ) ) ) ) )",s357823419,"15    Accepted
Name: status, dtype: object"
"import sys 
 
 # list = sys . stdin . readlines ( ) 
 
 # i = 0 
 list = [ ] 
 for line in sys . stdin . readlines ( ) : 
 	 list = line . split ( "" "" ) 
 	 print str ( len ( str ( int ( list [ 0 ] ) + int ( list [ 1 ] ) ) ) )",s361032758,"6    Accepted
Name: status, dtype: object"
"def solve ( ) : 
 	 a , b = map ( int , input ( ) . split ( ) ) 
 	 print ( len ( str ( a + b ) ) ) 
 
 while true : 
 	 try : 
 	 	 solve ( ) 
 	 except : 
 	 	 break",s392372474,"83    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 s = input ( ) . split ( "" "" ) 
 num = int ( s [ 0 ] ) + int ( s [ 1 ] ) 
 print ( len ( str ( num ) ) ) 
 except : 
 break 
",s417108915,"13    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = map ( int , input ( ) . rstrip ( ) . split ( ) ) 
 print ( len ( str ( a + b ) ) ) 
 except exception : 
 break 
",s425178251,"138    Accepted
Name: status, dtype: object"
"import sys 
 values = [ ] 
 for line in sys . stdin : 
 values . append ( [ int ( x ) for x in line . split ( ) ] ) 
 digit = 0 
 for x , y in values : 
 sum = x + y ; digit = 0 
 while sum > = 1 : 
 sum / / = 1 0 
 digit + = 1 
 print ( digit )",s447613266,"64    Accepted
Name: status, dtype: object"
"# - * - coding : utf - 8 - * - 
 
 import sys 
 import os 
 
 for s in sys . stdin : 
 a , b = list ( map ( int , s . split ( ) ) ) 
 c = a + b 
 
 if c = = 1 : 
 print ( 1 ) 
 continue 
 
 for i in range ( 7 ) : 
 left = 1 0 * * i 
 right = 1 0 * * ( i + 1 ) 
 if left < = c < right : 
 print ( i + 1 ) 
 break",s458439088,"78    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 print ( len ( str ( sum ( list ( map ( int , input ( ) . split ( ) ) ) ) ) ) ) 
 except eoferror : 
 break 
",s472000044,"197    Accepted
Name: status, dtype: object"
"from sys import stdin 
 
 for s in stdin : 
 s = s [ : - 1 ] 
 i = s . index ( ' ' ) 
 a = int ( s [ 0 : i ] ) 
 s = s [ i + 1 : ] 
 b = int ( s ) 
 print len ( str ( a + b ) )",s481334113,"59    Accepted
Name: status, dtype: object"
"while 1 : 
 try : 
 a , b = map ( int , raw _ input ( ) . split ( ) ) 
 print ( len ( str ( a + b ) ) ) 
 except : 
 break",s489017548,"44    Accepted
Name: status, dtype: object"
"import sys 
 
 def main ( ) : 
 for line in sys . stdin : 
 arr = map ( int , line . split ( ) ) 
 print len ( str ( arr [ 0 ] + arr [ 1 ] ) ) 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 main ( )",s491432646,"67    Accepted
Name: status, dtype: object"
"try : 
 while true : 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( len ( str ( a + b ) ) ) 
 except eoferror : 
 pass 
",s538339141,"183    Accepted
Name: status, dtype: object"
"# coding : utf - 8 
 remaining _ questions = true 
 while remaining _ questions : 
 try : 
 value _ a , value _ b = map ( int , input ( ) . split ( "" "" ) ) 
 print ( len ( str ( value _ a + value _ b ) ) ) 
 except : 
 remaining _ questions = false",s551248146,"94    Accepted
Name: status, dtype: object"
"num _ list = [ ] 
 while true : 
 try : 
 num _ list . append ( input ( ) . split ( ) ) 
 except eoferror : 
 break 
 
 for i in num _ list : 
 if i ! = [ ] : 
 ans = len ( str ( int ( i [ 0 ] ) + int ( i [ 1 ] ) ) ) 
 print ( ans ) 
",s559819193,"175    Accepted
Name: status, dtype: object"
"import math 
 while true : 
 try : 
 lst = list ( map ( int , input ( ) . split ( ) ) ) 
 a , b = lst [ 0 ] , lst [ 1 ] 
 c = str ( a + b ) 
 print ( len ( c ) ) 
 
 except eoferror : 
 break 
",s566545893,"176    Accepted
Name: status, dtype: object"
"while true : 
 try : 
 a , b = map ( int , input ( ) . split ( ) ) 
 except eoferror : 
 break 
 
 x = a + b 
 print ( len ( list ( str ( x ) ) ) ) 
 
",s590523764,"179    Accepted
Name: status, dtype: object"
